OBJECTID,Collection_Date,Site_Name,Lat,Long,Nitrate,Nitrite,Nitrogen,Temperature,Conductivity,pH,Dissolved_Oxygen,Total_Dissolved_Solids,Flow,Turbidity,Elevation
1,2017-07-06,IDEQ_WQX-2017SBOIA003,42.185899,-116.505431,,,,23.8,323,8.78,,,,,1444.678711
2,2014-10-22,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,9.8,320,8.1,10.1,,,1,1616.466309
3,2014-07-16,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,26.8,259,8.3,8.2,,,2,1616.466309
4,2014-08-06,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,18.5,248,7.28,3.1,,,2,1616.466309
5,2014-11-19,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,1,350,7.91,12.8,,,3,1616.466309
6,2016-09-21,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,14.8,307,8.4,9.2,,,4,1616.466309
7,2016-08-31,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,19.3,293,7.99,9,,,2,1616.466309
8,2017-06-26,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,22.8,284,8.26,6,,,4,1616.466309
9,2017-08-30,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,20.3,320,8.2,6.7,,,4,1616.466309
10,2018-08-27,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,16.3,322,7.8,5.6,,,3,1616.466309
11,2019-08-29,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,18.2,288,8.1,5.88,,,5,1616.466309
12,2019-09-23,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,13.7,290,7.9,7.2,,,2,1616.466309
13,2021-09-01,1119USBR_WQX-DVO102,42.0351666,-116.2198332,,,,17.8,199,8,6.48,188,,4,1616.466309
14,2014-08-13,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,18.2,296,7.63,5.8,,,2,1607.510132
15,2014-07-16,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,22.8,272,8.08,6.5,,,2,1607.510132
16,2016-09-21,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,13.9,249,9.12,8.8,,,6,1607.510132
17,2016-08-31,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,19,248,9.5,12.8,,,2,1607.510132
18,2017-08-31,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,14.7,192,8.1,8.1,,,4,1607.510132
19,2017-06-26,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,23.3,289,8.1,7.4,,,6,1607.510132
20,2018-08-28,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,19,296,7.6,7.4,,,8,1607.510132
21,2019-08-29,1119USBR_WQX-DVO103,42.0813332,-116.2813316,,,,19.2,268,8.06,6.42,,,5,1607.510132
22,2014-08-06,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,15.9,236,7,3.5,,,30,1627.789063
23,2016-09-24,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,9.6,341,6.73,6.7,,,,1627.789063
24,2017-06-26,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,17.8,269,7.8,5.8,,,2,1627.789063
25,2018-08-27,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,13.7,256,7,8.8,,,6,1627.789063
26,2019-09-23,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,14.4,251,8.1,9.06,,,4,1627.789063
27,2019-04-29,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,14.6,153,7.54,9.9,,,5,1627.789063
28,2019-08-28,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,19.9,219,7.6,6.72,,,4,1627.789063
29,2019-04-02,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,9.2,182,7.81,9.9,,,8,1627.789063
30,2019-06-10,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,21.3,191,7.9,6.92,,,6,1627.789063
31,2019-04-10,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,6.5,175,8.05,11.7,,,16,1627.789063
32,2019-04-11,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,,176,,,,,16,1627.789063
33,2021-10-13,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,2.3,220,8.59,11.1,125,,12,1627.789063
34,2021-04-13,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,5.7,155,7.58,9.93,,,4,1627.789063
35,2021-09-12,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,12.5,242,7.8,6.4,138,,5,1627.789063
36,2021-08-30,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,12.1,251,7.87,6,148,,4,1627.789063
37,2021-09-30,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,6.4,243,8.3,10.4,136,,14,1627.789063
38,2021-03-31,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,11.5,205,7.8,8.66,132,,5,1627.789063
39,2021-03-17,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,9.7,242,7.98,8.22,,,3,1627.789063
40,2023-08-15,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,20.8,214,9.1,7.7,124,,2,1627.789063
41,2023-09-19,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,9.4,480,12.1,7.28,,,,1627.789063
42,2023-08-14,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,23.2,229,6.83,2.07,138,,3,1627.789063
43,2023-09-06,1119USBR_WQX-DVO114,42.0041666,-116.1178332,,,,,330,,,,,,1627.789063
44,2014-07-16,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,37,284,8.39,17.1,,,2,1625.111206
45,2014-09-10,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,19.4,293,8.3,17.4,,,4,1625.111206
46,2014-10-22,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,8.1,316,7.32,13.2,,,2,1625.111206
47,2014-11-19,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,3,340,7.67,12.5,,,3,1625.111206
48,2014-08-06,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,15.8,294,7.6,4.1,,,1,1625.111206
49,2016-09-21,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,14.2,347,8.02,10.8,,,2,1625.111206
50,2017-06-29,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,14.6,268,5.8,7.4,,,,1625.111206
51,2017-08-30,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,20.9,312,8.23,9.6,,,3,1625.111206
52,2018-08-27,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,14.4,338,5.7,7.3,,,3,1625.111206
53,2019-09-23,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,16.7,295,8.19,10.9,,,2,1625.111206
54,2019-08-29,1119USBR_WQX-DVO122,42.0113333,-116.1595,,,,18.8,293,7.98,9.26,,,2,1625.111206
55,2014-10-22,1119USBR_WQX-DVO118,42.0786666,-116.1236666,,,,8.1,157,6.55,9.9,,,2,1646.78125
56,2017-07-10,IDEQ_WQX-2017SBOIA006,42.099812,-115.839614,,,,22.9,174,7.98,,,,,1581.224731
57,2017-07-10,IDEQ_WQX-2017SBOIA005,42.101086,-115.840232,,,,25.1,188,86,,,,,1581.452393
58,2014-08-13,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,19.2,177,7.3,4.7,,,4,1804.392212
59,2014-09-15,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,14.8,206,7.63,6.9,,,3,1804.392212
60,2014-10-23,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,6.8,203,5.03,6.8,,,4,1804.392212
61,2016-09-22,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,9.8,164,7.95,8.9,,,7,1804.392212
62,2017-06-25,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,19.3,133,8.21,7.3,,,11,1804.392212
63,2017-08-30,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,19.6,162,7.91,7.7,,,7,1804.392212
64,2018-08-29,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,9.2,166,5.6,8.9,,,3,1804.392212
65,2019-08-28,1119USBR_WQX-DVO112,42.1438333,-115.9978316,,,,17.9,148,8.2,7.78,,,14,1804.392212
66,2018-07-03,IDEQ_WQX-2018SBOIA003,42.170869,-115.976022,,,,12.1,210,,,,,,1751.454468
67,2019-07-31,IDEQ_WQX-2019STWFA025,42.177496,-115.955483,,,,22.6,160.3,,,,,,1738.247559
68,2017-07-11,IDEQ_WQX-2017SBOIA008,42.007086,-115.416592,,,,17.9,273,8.06,,,,,1616.625366
69,2017-07-12,IDEQ_WQX-2017SBOIA009,42.028161,-115.407115,,,,12.2,76,8.32,,,,,1588.476929
70,2014-11-05,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,19.7,,,,91,,0.65,1564.156372
71,2014-02-11,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,20.2,,,,54,,3.5,1564.156372
72,2014-08-19,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,20.2,,,,54,,4.08,1564.156372
73,2015-11-17,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,19.4,,,,75,,2.8,1564.156372
74,2015-02-24,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,20.2,,,,64,,6.9,1564.156372
75,2015-04-28,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,23.4,,,,48,,6.7,1564.156372
76,2015-08-25,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,23.7,,,,69,,3.2,1564.156372
77,2016-09-28,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,23.5,,,,63,,2.6,1564.156372
78,2016-05-10,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,22.6,,,,68,,50,1564.156372
79,2017-08-01,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,23.8,,,,60,,3.3,1564.156372
80,2017-05-23,21NEV1_WQX-NV03-102-EF-001,42.0312004,-115.3674011,,,,23.5,,,,50,,15,1564.156372
81,2023-08-01,IDEQ_WQX-2023STWFA050,42.099585,-115.019348,,,,17.8,51.2,6.87,,,,,1805.248047
82,2015-09-17,IDEQ_WQX-2015STWFA047,42.101694,-114.900537,,,,8.6,45.1,,,,,,2010.595825
83,2017-08-22,IDEQ_WQX-2017STWFA036,42.103124,-115.019347,,,,11.2,47.9,,,,,,1789.05481
84,2015-08-05,IDEQ_WQX-2015STWFA026,42.104394,-115.019507,,,,12.3,49.8,,,,,,1781.948853
85,2018-07-06,IDEQ_WQX-2018STWFA012,42.160812,-114.990539,,,,17.7,63.6,,,,,,1716.832275
86,2023-08-02,IDEQ_WQX-2023STWFA051,42.163966,-114.984952,,,,15.1,60.5,6.86,,,,,1713.828491
87,2018-07-11,IDEQ_WQX-2018STWFA016,42.168229,-114.932352,,,,13.4,62.1,,,,,,1629.205811
88,2023-08-02,IDEQ_WQX-2023STWFA052,42.186511,-114.914602,,,,13.7,55.1,6.74,,,,,1597.529297
89,2015-08-04,IDEQ_WQX-2015STWFA044,42.019329,-114.88182,,,,7.9,61,,,,,,1983.093262
90,2016-08-11,IDEQ_WQX-2016STWFA046,42.025405,-114.826652,,,,20.7,91.3,,,,,,1727.142822
91,2015-08-04,IDEQ_WQX-2015STWFA024,42.025774,-114.825768,,,,18.9,88.9,,,,,,1723.143433
92,2018-08-13,IDEQ_WQX-2018STWFA060,42.029163,-114.729937,,,,20,306,,,,,,1529.22583
93,2021-08-18,IDEQ_WQX-2021STWFA063,42.029253,-114.730062,,,,17.4,328,8.43,,,,,1529.22168
94,2015-08-04,IDEQ_WQX-2015STWFA021,42.037087,-114.830721,,,,16.8,72.4,,,,,,1725.279541
95,2018-07-05,IDEQ_WQX-2018STWFA011,42.0372,-114.831144,,,,13.9,77.8,,,,,,1728.436401
96,2023-08-02,IDEQ_WQX-2023STWFA053,42.037288,-114.830594,,,,15,68.3,6.7,,,,,1727.552612
97,2022-08-02,IDEQ_WQX-2022STWFA043,42.04805,-114.736086,,,,20.3,337,7.64,,,,,1529.751831
98,2018-08-13,IDEQ_WQX-2018STWFA059,42.056507,-114.750299,,,,17.7,315.6,,,,,,1527.247437
99,2021-07-15,IDEQ_WQX-2021STWFA016,42.057569,-114.775732,,,,21,133,7.98,,,,,1544.672974
100,2022-08-15,IDEQ_WQX-2022STWFA054,42.02444,-114.51394,,,,21.4,223.9,7.74,,,,,1654.646362
101,2017-08-02,IDEQ_WQX-2017STWFA020,42.024523,-114.515525,,,,19.3,208.6,,,,,,1653.243896
102,2015-08-03,IDEQ_WQX-2015STWFA043,42.011389,-114.448596,,,,17.5,220.9,,,,,,1711.645142
103,2018-08-22,IDEQ_WQX-2018STWFA079,42.011477,-114.448363,,,,18.3,219.7,,,,,,1711.761963
104,2016-07-13,IDEQ_WQX-2016STWFA005,42.01203,-114.447887,,,,18.4,206.8,,,,,,1711.574219
105,2018-07-18,IDEQ_WQX-2018STWFA026,42.013329,-114.5082,,,,19.9,214.6,,,,,,1658.056152
106,2021-07-28,IDEQ_WQX-2021STWFA033,42.014518,-114.445436,,,,23.5,274,7.72,,,,,1714.023926
107,2022-08-01,IDEQ_WQX-2022STWFA041,42.01499,-114.445401,,,,19.3,207.8,7.25,,,,,1714.483765
108,2022-08-01,IDEQ_WQX-2022STWFA042,42.015164,-114.444189,,,,21.8,117.8,7.55,,,,,1714.088867
109,2017-08-01,IDEQ_WQX-2017STWFA017,42.015388,-114.44371,,,,17.9,227,,,,,,1714.361938
110,2018-07-18,IDEQ_WQX-2018STWFA027,42.01554,-114.444392,,,,21.5,218.4,,,,,,1714.074829
111,2017-08-01,IDEQ_WQX-2017STWFA016,42.015633,-114.444378,,,,18.6,216,,,,,,1714.105591
112,2014-07-24,NARS_WQX-IDRO-1056,42.01859,-114.5095,0.003,0.001,,,,7.8,,,,6,1655.51123
113,2018-07-24,IDEQ_WQX-2018STWFA034,42.040542,-114.438932,,,,21.4,263.8,,,,,,1723.677856
114,2015-09-02,IDEQ_WQX-2015STWFA028,42.040766,-114.438366,,,,16.7,241.2,,,,,,1724.407959
115,2019-07-24,IDEQ_WQX-2019STWFA017,42.048459,-114.441747,,,,20.8,94.2,,,,,,1722.377197
116,2015-09-02,IDEQ_WQX-2015STWFA029,42.076414,-114.323818,,,,16.9,74.1,,,,,,1840.277466
117,2018-07-24,IDEQ_WQX-2018STWFA033,42.076541,-114.323429,,,,15,77.4,,,,,,1841.96167
118,2023-08-01,IDEQ_WQX-2023STWFA047,42.132447,-114.33501,,,,15.2,58.7,6.67,,,,,1875.524414
119,2016-07-05,IDEQ_WQX-2016STWFA002,42.188032,-114.402447,,,,14.3,63.1,,,,,,1770.461426
120,2022-08-04,IDEQ_WQX-2022STWFA045,41.994544,-114.249028,,,,17.6,132,7.02,,,,,1719.533936
121,2022-08-04,IDEQ_WQX-2022STWFA046,41.997289,-114.246832,,,,18.7,130.4,7.26,,,,,1728.321777
122,2018-07-23,IDEQ_WQX-2018STWFA032,41.997959,-114.246301,,,,17.9,243.9,,,,,,1729.663818
123,2014-07-30,IDEQ_WQX-2014STWFA031,41.998289,-114.24604,,,,14.1,200.8,,,,,,1732.309692
124,2014-07-28,IDEQ_WQX-2014STWFA027,42.003584,-114.208651,,,,17.3,85.4,,,,,,1869.632324
125,2019-07-25,IDEQ_WQX-2019STWFA018,42.003731,-114.208717,,,,13.9,87.2,,,,,,1873.086182
126,2015-07-15,IDEQ_WQX-2015STWFA016,42.009994,-114.166098,,,,22.2,261.8,,,,,,1740.304077
127,2023-07-20,IDEQ_WQX-2023STWFA029,42.010582,-114.166393,,,,15.5,270.7,7.23,,,,,1740.240479
128,2021-07-26,IDEQ_WQX-2021STWFA027,42.023935,-114.168949,,,,20.8,292,8.3,,,,,1754.231201
129,2019-08-26,IDEQ_WQX-2019STWFA062,42.03494,-114.168891,,,,10.4,300,,,,,,1805.187134
130,2014-07-29,IDEQ_WQX-2014STWFA025,42.045271,-114.173699,,,,15.2,224.8,,,,,,1815.493286
131,2018-07-19,IDEQ_WQX-2018STWFA028,42.050185,-114.173866,,,,12.4,199.1,,,,,,1827.638062
132,2014-07-31,IDEQ_WQX-2014STWFA033,42.054522,-114.26788,,,,15.6,58.8,,,,,,1800.163574
133,2015-08-26,IDEQ_WQX-2015STWFA068,42.054812,-114.267918,,,,14.7,74.9,,,,,,1800.140015
134,2018-08-23,IDEQ_WQX-2018STWFA081,42.055343,-114.268001,,,,13.2,63.2,,,,,,1800.126587
135,2019-08-06,IDEQ_WQX-2019STWFA031,42.077091,-114.320977,,,,14,49.9,,,,,,1849.676636
136,2022-08-03,IDEQ_WQX-2022STWFA044,42.08053,-114.26438,,,,13.5,74.9,6.91,,,,,1862.716919
137,2021-07-27,IDEQ_WQX-2021STWFA030,42.081562,-114.263495,,,,21.6,90,7.55,,,,,1863.405884
138,2019-08-27,IDEQ_WQX-2019STWFA063,42.082807,-114.262568,,,,12.1,49.2,,,,,,1864.349365
139,2014-11-10,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,5,110,7.75,10,,,2,1923.414429
140,2014-02-24,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,4.7,82,7.29,10.1,,,6,1923.414429
141,2014-05-21,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,7.1,47,7.43,9.8,,,6,1923.414429
142,2014-09-30,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,9.8,116,7.62,8.9,,,2,1923.414429
143,2014-10-27,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,6,114,7.91,9.9,,,2,1923.414429
144,2014-04-21,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,5.7,46,7.88,9.8,,,12,1923.414429
145,2014-03-17,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,3.9,64,7.11,10.1,,,6,1923.414429
146,2014-06-30,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,11,81,7.67,8.9,,,3,1923.414429
147,2014-07-29,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,15.4,113,7.76,8.1,,,2,1923.414429
148,2014-08-20,1119USBR_WQX-RCK105,42.15055,-114.15297,,,,13.4,114,7.74,8.4,,,1,1923.414429
149,2017-08-03,IDEQ_WQX-2017STWFA023,42.165874,-114.166486,,,,7.8,33.7,,,,,,2167.449951
150,2014-09-16,NARS_WQX-IDS9-0921,42.17904,-114.222,,,,11.2,0.003,7.85,6.3,,,0.93,2041.384888
151,2014-08-12,NARS_WQX-IDS9-0921,42.17904009,-114.2219629,0.175,0.002,,,,7.8,,,,0.01,2041.371216
152,2015-09-03,IDEQ_WQX-2015STWFA055,42.19208,-114.285553,,,,11.5,44.3,,,,,,2035.250488
153,2023-07-07,IDEQ_WQX-2023STWFA009,42.015286,-113.95561,,,,14.5,433.4,8.08,,,,,1528.023926
154,2017-08-02,IDEQ_WQX-2017STWFA022,42.024651,-113.967526,,,,19.8,408.4,,,,,,1505.309814
155,2015-07-14,IDEQ_WQX-2015STWFA012,42.024794,-113.967954,,,,14.1,497.4,,,,,,1504.778198
156,2023-07-06,IDEQ_WQX-2023STWFA005,42.026822,-114.056842,,,,24.2,663,8.4,,,,,1585.508667
157,2018-07-19,IDEQ_WQX-2018STWFA029,42.0418,-114.116859,,,,20.1,462,,,,,,1736.498291
158,2018-07-12,IDEQ_WQX-2018STWFA019,42.097136,-114.125552,,,,16,104.8,,,,,,1842.094849
159,2014-07-28,IDEQ_WQX-2014STWFA030,42.131918,-114.111803,,,,13.8,221.8,,,,,,1647.592896
160,2017-08-03,IDEQ_WQX-2017STWFA024,42.133689,-114.110256,,,,18.4,211.1,,,,,,1633.49707
161,2019-07-02,IDEQ_WQX-2019STWFA001,42.14089,-114.082564,,,,20.3,189.6,,,,,,1610.240112
162,2023-07-06,IDEQ_WQX-2023STWFA007,42.141689,-114.07667,,,,20.5,105.7,7.03,,,,,1608.586426
163,2018-07-12,IDEQ_WQX-2018STWFA018,42.143917,-114.079225,,,,18.2,107.1,,,,,,1609.127808
164,2019-07-02,IDEQ_WQX-2019STWFA002,42.148831,-114.086393,,,,26.5,58.9,,,,,,1660.561523
165,2014-07-28,IDEQ_WQX-2014STWFA028,42.15553,-113.998638,,,,21,244.4,,,,,,1500.959473
166,2018-07-19,IDEQ_WQX-2018STWFA015,42.155534,-113.998738,,,,22.8,247.8,,,,,,1499.886719
167,2023-07-31,IDEQ_WQX-2023STWFA043,42.164676,-114.09015,,,,21.8,97.9,6.7,,,,,1741.270752
168,2018-07-10,IDEQ_WQX-2018STWFA014,42.177873,-113.95986,,,,21.6,278.9,,,,,,1455.28186
169,2014-07-28,IDEQ_WQX-2014STWFA029,42.177881,-113.959839,,,,18.9,233.2,,,,,,1455.282593
170,2019-07-23,IDEQ_WQX-2019STWFA016,42.177881,-113.959787,,,,20.5,225.2,,,,,,1455.287354
171,2019-07-29,IDEQ_WQX-2019STWFA022,42.006205,-113.941559,,,,20.1,420.2,,,,,,1566.732056
172,2023-07-07,IDEQ_WQX-2023STWFA008,42.043846,-113.888765,,,,12.1,315.9,7.86,,,,,1769.851074
173,2015-07-01,IDEQ_WQX-2015SDEQA559,42.074941,-113.931093,,,,25,515,8.7,,,,,1466.804932
174,2021-08-12,IDEQ_WQX-2021STWFA055,42.076854,-113.930057,,,,18.1,547,8.21,,,,,1465.807983
175,2017-08-02,IDEQ_WQX-2017STWFA021,42.078399,-113.929668,,,,20.4,421,,,,,,1465.666992
176,2019-07-29,IDEQ_WQX-2019STWFA021,42.10025,-113.92411,,,,16.1,297.2,,,,,,1529.709961
177,2022-07-18,IDEQ_WQX-2022STWFA018,42.110122,-113.876965,,,,18.9,350.1,8.2,,,,,1739.048096
178,2015-07-14,IDEQ_WQX-2015STWFA015,42.110184,-113.877468,,,,16,347.4,,,,,,1737.164307
179,2018-08-07,IDEQ_WQX-2018STWFA054,42.115428,-113.781846,,,,11.1,336.6,,,,,,1803.32019
180,2016-08-03,IDEQ_WQX-2016STWFA037,42.004205,-113.636341,,,,23.8,549,,,,,,1620.605713
181,2023-07-17,IDEQ_WQX-2023STWFA024,42.011314,-113.630239,,,,20.7,641,7.34,,,,,1615.150269
182,2018-08-07,IDEQ_WQX-2018STWFA053,42.167901,-113.594012,,,,17.9,97.9,,,,,,1822.307617
183,2021-07-13,IDEQ_WQX-2021STWFA012,42.169379,-113.594857,,,,15,81,7.95,,,,,1834.65625
184,2018-08-06,IDEQ_WQX-2018STWFA052,42.17715,-113.616921,,,,13.9,85.6,,,,,,2006.876709
185,2016-08-17,IDEQ_WQX-2016STWFA051,42.177277,-113.617784,,,,15.9,77.6,,,,,,2011.656982
186,2018-08-07,IDEQ_WQX-2018STWFA055,42.069327,-113.446622,,,,21.2,1441,,,,,,1507.102173
187,2021-07-14,IDEQ_WQX-2021STWFA014,42.069833,-113.445472,,,,20.2,1372,7.86,,,,,1505.996338
188,2023-07-17,IDEQ_WQX-2023STWFA025,42.109983,-113.511851,,,,11.6,281.3,6.64,,,,,1804.929443
189,2016-09-14,IDEQ_WQX-2016STWFA021,42.121308,-113.162596,,,,10.6,325.6,,,,,,1861.516968
190,2018-08-08,IDEQ_WQX-2018STWFA058,42.122002,-113.161604,,,,11.7,351.9,,,,,,1865.950684
191,2018-08-08,IDEQ_WQX-2018STWFA057,42.152236,-113.165805,,,,11.7,278.7,,,,,,1837.174683
192,2014-07-21,IDEQ_WQX-2014SPOCA026,42.105254,-112.674858,,,,20.7,765,,,,,,1407.314575
193,2019-08-05,IDEQ_WQX-2019SPOCA040,42.106754,-112.668358,,,,24.5,891,,,,,,1407.253052
194,2017-08-03,IDEQ_WQX-2017SPOCA039,42.094139,-112.197996,,,,12.5,436,,,,,,1547.921021
195,2017-08-02,IDEQ_WQX-2017SPOCA036,42.161341,-112.212206,,,,14,476,,,,,,1473.751831
196,2023-07-12,IDEQ_WQX-2023SPOCA010,42.162903,-112.165976,,,,12.8,511,12.8,,,,,1777.571899
197,2019-07-01,IDEQ_WQX-2019SPOCA001,42.191202,-112.12625,,,,14.4,225,,,,,,1671.581299
198,2014-11-18,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,1.37,2.87,,8.28,11.98,258,17.15,,1370.485718
199,2014-10-29,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,1.08,6.78,,8.14,8.75,198,15.8,,1370.485718
200,2014-12-09,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,1.61,4.69,,8.42,11.83,246,22.8,,1370.485718
201,2015-07-21,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,4.34,22.81,,7.72,8.19,428,0.92,,1370.485718
202,2015-09-15,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,2.74,16.34,,8.11,9.5,410,1.34,,1370.485718
203,2015-03-17,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,4.2,12.66,,8.57,14.19,428,5.3,,1370.485718
204,2015-04-14,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,2.08,8.17,,8.34,8.16,368,0.48,,1370.485718
205,2015-06-09,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,0.76,24.55,,8.96,11.9,220,11.3,,1370.485718
206,2015-08-12,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,0.996,23.69,,8.38,12.05,580,0.43,,1370.485718
207,2015-05-05,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,1.08,17.14,,8.82,11.1,190,14.4,,1370.485718
208,2015-01-13,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,5.35,2.07,,8.28,11.91,554,5.7,,1370.485718
209,2015-02-10,UTAHDWQ_WQX-4904370,42.01368,-111.85779,,,4.64,7.45,,7.03,14.17,480,13.4,,1370.485718
210,2014-11-18,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.693,2.48,,8.39,14.09,584,,,1353.208252
211,2014-12-09,UTAHDWQ_WQX-4906103,42.02955,-111.92206,,,1.25,4.54,,8.43,14.66,560,,,1353.208252
212,2014-12-09,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,1.25,4.78,,8.42,14.66,576,,,1353.208252
213,2014-11-18,UTAHDWQ_WQX-4906103,42.02955,-111.92206,,,0.693,2.63,,8.33,14.09,584,,,1353.208252
214,2014-10-29,UTAHDWQ_WQX-4906103,42.02955,-111.92206,,,0.669,7.54,,7.64,7.79,544,,,1353.208252
215,2014-10-29,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.669,7.48,,7.63,7.79,542,,,1353.208252
216,2015-07-21,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.392,23.03,,8.28,14.15,448,,,1353.208252
217,2015-05-05,UTAHDWQ_WQX-4906103,42.02955,-111.92206,,,0.753,16.27,,8.29,10.12,508,,,1353.208252
218,2015-02-10,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,1.22,6.02,,8.08,10.07,546,,,1353.208252
219,2015-08-12,UTAHDWQ_WQX-4906103,42.02955,-111.92206,,,0.49,21.01,,8.38,9.34,468,,,1353.208252
220,2015-04-14,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.748,10.54,,8.18,8.16,558,,,1353.208252
221,2015-06-09,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.604,20.64,,8.56,12.03,360,,,1353.208252
222,2015-05-05,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.753,16.26,,8.28,10.12,486,,,1353.208252
223,2015-03-17,UTAHDWQ_WQX-4906100,42.02955,-111.92206,,,0.635,11.06,,8.14,12.8,576,,,1353.208252
