OBJECTID,Collection_Date,Site_Name,Lat,Long,Nitrate,Nitrite,Nitrogen,Temperature,Conductivity,pH,Dissolved_Oxygen,Total_Dissolved_Solids,Flow,Turbidity,Elevation
1091,2018-05-29,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,16,519,8.1,,,9.3,14,1262.211548
1092,2018-04-24,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,8,502,8.3,,,15.3,32,1262.211548
1093,2018-08-28,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,13,539,7.8,,,16.2,4,1262.211548
1094,2018-07-31,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,19,485,7.9,,,29.3,7,1262.211548
1095,2018-09-25,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,9,547,8.1,,,21.2,4,1262.211548
1096,2019-06-03,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,8.1,,,,24,1262.211548
1097,2019-05-06,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,12,,8.3,,,20.8,77,1262.211548
1098,2019-07-10,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.9,,,,14,1262.211548
1099,2019-09-03,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.9,,,,2,1262.211548
1100,2019-07-31,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.8,,,,4,1262.211548
1101,2020-08-26,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.7,,,,1,1262.211548
1102,2020-07-28,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.8,,,,1,1262.211548
1103,2020-05-27,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.9,,,,4,1262.211548
1104,2020-09-30,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,8,,,,5,1262.211548
1105,2020-06-23,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.8,,,,3,1262.211548
1106,2021-05-25,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,8.1,,,,3,1262.211548
1107,2021-08-02,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.6,,,,4,1262.211548
1108,2021-09-07,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.8,,,,4,1262.211548
1109,2021-07-07,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.8,,,,2,1262.211548
1110,2022-06-07,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.9,,,,2,1262.211548
1111,2022-05-03,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,8.2,,,,6,1262.211548
1112,2022-09-06,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.6,,,,2,1262.211548
1113,2022-08-02,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.6,,,,2,1262.211548
1114,2022-07-06,1119USBR_WQX-MIN380,42.5505611,-113.8655472,,,,,,7.7,,,,1,1262.211548
1115,2014-04-30,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,8,909,7.7,,,1.3,2,1262.594482
1116,2014-07-30,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,16,827,7.8,,,6,1,1262.594482
1117,2014-09-03,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,13,823,7.6,,,1.4,,1262.594482
1118,2014-07-02,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,15,841,7.6,,,5.7,,1262.594482
1119,2014-10-01,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,816,7.7,,,5.3,4,1262.594482
1120,2014-06-03,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,779,7.7,,,4.7,1,1262.594482
1121,2015-07-08,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,887,7.8,,,1.6,3,1262.594482
1122,2015-04-21,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,11,810,7.7,,,1,,1262.594482
1123,2015-10-06,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,834,7.6,,,1.4,,1262.594482
1124,2015-08-04,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,873,7.7,,,1.4,2,1262.594482
1125,2015-09-02,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,855,7.6,,,1.4,1,1262.594482
1126,2015-06-02,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,882,7.6,,,1.4,1,1262.594482
1127,2016-05-04,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,11,880,7.8,,,1.6,2,1262.594482
1128,2016-09-20,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,16,888,7.6,,,3.1,3,1262.594482
1129,2016-07-05,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,13,885,7.7,,,,,1262.594482
1130,2016-08-02,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,884,8.2,,,1.3,,1262.594482
1131,2016-06-01,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,13,939,7.7,,,1,,1262.594482
1132,2017-06-21,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,13,925,7.6,,,1.4,,1262.594482
1133,2017-07-25,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,916,7.6,,,1.4,,1262.594482
1134,2017-05-17,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,7,934,7.6,,,1.8,,1262.594482
1135,2017-08-29,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,14,879,7.5,,,1.4,,1262.594482
1136,2018-06-26,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,870,7.6,,,1.4,12,1262.594482
1137,2018-07-31,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,845,7.6,,,1.4,2,1262.594482
1138,2018-08-28,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,818,7.6,,,4.9,2,1262.594482
1139,2018-09-25,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,794,7.7,,,1.4,,1262.594482
1140,2018-05-29,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,936,7.6,,,1,,1262.594482
1141,2018-04-24,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,9,985,7.6,,,0.4,2,1262.594482
1142,2019-05-06,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,12,,7.6,,,1.64,6,1262.594482
1143,2019-06-03,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.6,,,,6,1262.594482
1144,2019-09-03,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.5,,,,1,1262.594482
1145,2019-07-31,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,2,1262.594482
1146,2019-07-10,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,2,1262.594482
1147,2020-08-26,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.6,,,,,1262.594482
1148,2020-05-27,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,2,1262.594482
1149,2020-09-30,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,2,1262.594482
1150,2020-06-23,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,,1262.594482
1151,2020-07-28,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,,1262.594482
1152,2021-09-07,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.5,,,,1,1262.594482
1153,2021-05-25,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.7,,,,1,1262.594482
1154,2021-07-07,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.6,,,,1,1262.594482
1155,2021-08-02,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.5,,,,,1262.594482
1156,2022-05-03,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.9,,,,6,1262.594482
1157,2022-07-06,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.5,,,,4,1262.594482
1158,2022-08-02,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.5,,,,3,1262.594482
1159,2022-09-06,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.6,,,,3,1262.594482
1160,2022-06-07,1119USBR_WQX-MIN389,42.5576778,-113.7928028,,,,,,7.6,,,,,1262.594482
1161,2014-06-03,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,16,667,7.7,,,3.1,1,1264.161621
1162,2014-09-03,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,16,715,7.7,,,2.7,1,1264.161621
1163,2014-07-30,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,671,7.8,,,1.6,,1264.161621
1164,2014-07-02,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,687,7.6,,,1.4,,1264.161621
1165,2014-04-30,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,9,491,8.4,,,2.4,3,1264.161621
1166,2014-10-01,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,12,612,7.8,,,2.8,,1264.161621
1167,2015-09-02,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,17,708,7.8,,,3.3,,1264.161621
1168,2015-07-08,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,20,743,7.8,,,3.1,2,1264.161621
1169,2015-04-21,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,13,494,8.6,,,1,2,1264.161621
1170,2015-10-06,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,14,641,7.7,,,2.4,2,1264.161621
1171,2015-06-02,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,17,735,7.7,,,2.7,,1264.161621
1172,2015-08-04,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,596,7.8,,,6.3,2,1264.161621
1173,2016-08-02,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,733,7.9,,,2.4,1,1264.161621
1174,2016-07-05,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,679,7.7,,,,1,1264.161621
1175,2016-06-01,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,17,690,8.1,,,1.8,4,1264.161621
1176,2016-05-04,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,16,617,8.4,,,1.3,6,1264.161621
1177,2016-09-20,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,14,696,7.6,,,4.6,2,1264.161621
1178,2017-08-29,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,16,789,7.6,,,4.6,,1264.161621
1179,2017-05-17,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,9,629,7.8,,,3.3,2,1264.161621
1180,2017-06-21,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,859,7.6,,,2.3,1,1264.161621
1181,2017-07-25,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,17,862,7.5,,,3.3,,1264.161621
1182,2018-09-25,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,9,602,7.8,,,2.4,1,1264.161621
1183,2018-06-26,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,17,601,7.7,,,3.4,2,1264.161621
1184,2018-04-24,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,11,421,8.6,,,0.8,4,1264.161621
1185,2018-07-31,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,17,756,7.6,,,1.7,,1264.161621
1186,2018-05-29,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,18,726,8.3,,,0.8,,1264.161621
1187,2018-08-28,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,13,748,7.7,,,2.8,1,1264.161621
1188,2019-05-06,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,14,,8.2,,,1.19,3,1264.161621
1189,2019-07-31,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.8,,,,,1264.161621
1190,2019-07-10,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.9,,,,,1264.161621
1191,2019-06-03,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.6,,,,1,1264.161621
1192,2019-09-03,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.6,,,,,1264.161621
1193,2020-08-26,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.7,,,,,1264.161621
1194,2020-06-23,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.7,,,,,1264.161621
1195,2020-09-30,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.7,,,,1,1264.161621
1196,2020-07-28,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.7,,,,,1264.161621
1197,2020-05-27,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.8,,,,2,1264.161621
1198,2021-09-07,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.5,,,,,1264.161621
1199,2021-07-07,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.7,,,,,1264.161621
1200,2021-08-02,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.6,,,,,1264.161621
1201,2021-05-25,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.8,,,,,1264.161621
1202,2022-07-06,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.6,,,,2,1264.161621
1203,2022-09-06,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.5,,,,,1264.161621
1204,2022-05-03,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,8,,,,4,1264.161621
1205,2022-08-02,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.5,,,,,1264.161621
1206,2022-06-07,1119USBR_WQX-MIN388,42.5576778,-113.7683056,,,,,,7.8,,,,2,1264.161621
1207,2014-04-28,1119USBR_WQX-WAL118,42.51625,-113.693,,,,6.4,461,8.08,11.2,,,6,1277.706177
1208,2014-08-18,1119USBR_WQX-WAL118,42.51625,-113.693,,,,17.7,512,7.58,6.3,,,3,1277.706177
1209,2014-12-08,1119USBR_WQX-WAL118,42.51625,-113.693,,,,4.4,686,7.9,10.2,,,5,1277.706177
1210,2014-11-24,1119USBR_WQX-WAL118,42.51625,-113.693,,,,2.9,689,7.05,9.3,,,4,1277.706177
1211,2014-06-16,1119USBR_WQX-WAL118,42.51625,-113.693,,,,14.7,509,8.11,9.8,,,2,1277.706177
1212,2014-10-20,1119USBR_WQX-WAL118,42.51625,-113.693,,,,10,684,7.78,8.2,,,2,1277.706177
1213,2014-07-21,1119USBR_WQX-WAL118,42.51625,-113.693,,,,17.9,547,7.62,8.1,,,2,1277.706177
1214,2014-09-22,1119USBR_WQX-WAL118,42.51625,-113.693,,,,14.7,494,7.41,6.3,,,3,1277.706177
1215,2015-05-18,1119USBR_WQX-WAL118,42.51625,-113.693,,,,12.7,473,7.7,8.8,,,6,1277.706177
1216,2015-04-21,1119USBR_WQX-WAL118,42.51625,-113.693,,,,10.3,464,8.05,11.5,,,7,1277.706177
1217,2014-09-03,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,14,696,7.9,,,6,3,1273.563965
1218,2014-07-02,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,15.5,661,7.7,,,8,3,1273.563965
1219,2014-07-30,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,15,716,8.1,,,6.2,2,1273.563965
1220,2014-04-30,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,9,777,8,,,2.9,8,1273.563965
1221,2014-06-03,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,13,762,8,,,5,5,1273.563965
1222,2014-10-01,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,12,636,7.9,,,8,3,1273.563965
1223,2015-06-02,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,15,621,7.9,,,8.5,2,1273.563965
1224,2015-10-06,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,13,778,7.9,,,6,3,1273.563965
1225,2015-09-02,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,15,663,7.8,,,9.6,3,1273.563965
1226,2015-08-04,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,16,761,8,,,6.5,2,1273.563965
1227,2015-04-21,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,10.5,684,8.1,,,3.6,6,1273.563965
1228,2015-07-08,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,16.5,719,8,,,6.9,5,1273.563965
1229,2016-08-02,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,14,732,7.9,,,6.2,3,1273.563965
1230,2016-09-20,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,14,665,7.8,,,8,2,1273.563965
1231,2016-05-04,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,12,680,8,,,6,4,1273.563965
1232,2016-06-01,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,12,692,8.1,,,8,1,1273.563965
1233,2016-07-05,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,13,710,8.1,,,8,1,1273.563965
1234,2017-07-25,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,17,641,7.8,,,10.7,3,1273.563965
1235,2017-06-21,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,16,678,7.8,,,9,,1273.563965
1236,2017-08-29,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,15,704,7.8,,,7.8,2,1273.563965
1237,2017-05-17,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,9,708,7.9,,,8.4,1,1273.563965
1238,2018-05-29,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,14,605,7.9,,,6.3,4,1273.563965
1239,2018-07-31,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,13.5,657,7.8,,,8.3,2,1273.563965
1240,2018-09-25,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,9,691,7.9,,,6.9,2,1273.563965
1241,2018-06-26,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,15,618,7.9,,,9.5,2,1273.563965
1242,2018-08-28,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,12,663,7.9,,,8.3,3,1273.563965
1243,2018-04-24,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,10,927,7.9,,,1.8,2,1273.563965
1244,2019-05-06,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,9,703,7.8,,,4.48,2,1273.563965
1245,2019-07-31,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,699,8,,,,2,1273.563965
1246,2019-09-03,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,731,7.8,,,,2,1273.563965
1247,2019-06-03,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,659,7.9,,,,1,1273.563965
1248,2019-07-10,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,707,7.8,,,,2,1273.563965
1249,2020-05-27,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,678,8,,,,2,1273.563965
1250,2020-08-26,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,554,7.9,,,,13,1273.563965
1251,2020-07-28,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,643,8,,,,2,1273.563965
1252,2020-06-23,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,683,8,,,,1,1273.563965
1253,2020-09-30,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,643,7.9,,,,2,1273.563965
1254,2021-07-07,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,640,7.8,,,,1,1273.563965
1255,2021-09-07,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,615,7.9,,,,3,1273.563965
1256,2021-05-25,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,636,8,,,,3,1273.563965
1257,2021-08-02,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,664,7.8,,,,2,1273.563965
1258,2022-06-07,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,778,7.9,,,,1,1273.563965
1259,2022-09-06,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,583,7.9,,,,4,1273.563965
1260,2022-08-02,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,562,7.7,,,,2,1273.563965
1261,2022-07-06,1119USBR_WQX-MIN396,42.5163611,-113.6975556,,,,,468,7.8,,,,12,1273.563965
1262,2014-07-30,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,16.5,625,8,,,15.3,2,1274.648682
1263,2014-06-03,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,13.5,658,8,,,11.3,2,1274.648682
1264,2014-09-03,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,15,604,8,,,16.8,2,1274.648682
1265,2014-10-01,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,12,657,7.9,,,12,2,1274.648682
1266,2014-04-30,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,8.5,657,8,,,11.2,4,1274.648682
1267,2014-07-02,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,15,653,7.8,,,14.4,1,1274.648682
1268,2015-10-06,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,13,781,7.8,,,8.8,1,1274.648682
1269,2015-08-04,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,16,660,8,,,16,2,1274.648682
1270,2015-07-08,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,14,772,8,,,8.6,1,1274.648682
1271,2015-06-02,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,15,670,7.9,,,11.6,2,1274.648682
1272,2015-09-02,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,15,631,7.9,,,18,3,1274.648682
1273,2015-04-21,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,10,750,8,,,10.8,3,1274.648682
1274,2016-07-05,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,15.5,665,8.2,,,16.6,2,1274.648682
1275,2016-05-04,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,13,838,8,,,12,1,1274.648682
1276,2016-06-01,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,11.5,740,8.1,,,9,1,1274.648682
1277,2016-09-20,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,14,712,7.8,,,13,1,1274.648682
1278,2016-08-02,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,15,694,7.9,,,14.4,1,1274.648682
1279,2017-08-29,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,12,855,7.8,,,9.9,,1274.648682
1280,2017-07-25,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,13.5,796,7.8,,,9.9,,1274.648682
1281,2017-06-21,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,12,843,7.8,,,7.8,,1274.648682
1282,2017-05-17,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,10,771,7.9,,,8.4,1,1274.648682
1283,2018-07-31,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,13,693,7.9,,,11.6,1,1274.648682
1284,2018-04-24,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,9,687,7.8,,,10.5,11,1274.648682
1285,2018-06-26,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,14,656,7.8,,,12,2,1274.648682
1286,2018-08-28,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,11.5,668,7.9,,,13.4,2,1274.648682
1287,2018-09-25,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,9,746,8,,,9,1,1274.648682
1288,2018-05-29,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,12,738,7.9,,,10.8,2,1274.648682
1289,2019-09-03,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,814,7.8,,,,1,1274.648682
1290,2019-07-10,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,706,7.8,,,,2,1274.648682
1291,2019-07-31,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,806,7.9,,,,,1274.648682
1292,2019-05-06,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,9,690,7.8,,,10.5,4,1274.648682
1293,2019-06-03,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,701,7.8,,,,2,1274.648682
1294,2020-07-28,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,736,7.9,,,,1,1274.648682
1295,2020-06-23,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,808,7.9,,,,,1274.648682
1296,2020-08-26,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,648,7.9,,,,7,1274.648682
1297,2020-05-27,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,605,8.1,,,,56,1274.648682
1298,2020-09-30,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,760,7.7,,,,2,1274.648682
1299,2021-09-07,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,677,7.8,,,,1,1274.648682
1300,2021-07-07,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,712,7.7,,,,,1274.648682
1301,2021-08-02,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,666,7.8,,,,4,1274.648682
1302,2021-05-25,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,694,7.8,,,,,1274.648682
1303,2022-07-06,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,748,7.7,,,,1,1274.648682
1304,2022-08-02,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,773,7.6,,,,1,1274.648682
1305,2022-06-07,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,794,7.8,,,,2,1274.648682
1306,2022-09-06,1119USBR_WQX-MIN394,42.5170556,-113.7334167,,,,,816,7.8,,,,,1274.648682
1307,2014-07-02,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,14.5,631,7.8,,,10.2,1,1261.056885
1308,2014-07-30,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,15.5,638,8,,,12,1,1261.056885
1309,2014-09-03,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,13.5,638,7.9,,,12,2,1261.056885
1310,2014-06-03,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,12,704,7.9,,,8.5,,1261.056885
1311,2014-04-30,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,9,632,7.9,,,10.1,3,1261.056885
1312,2014-10-01,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,11,591,7.8,,,16.6,2,1261.056885
1313,2015-08-04,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,16,639,8.1,,,19,2,1261.056885
1314,2015-06-02,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,15.5,472,7.7,,,23,8,1261.056885
1315,2015-04-21,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,9,646,8,,,7.6,5,1261.056885
1316,2015-07-08,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,16,647,8,,,14.7,3,1261.056885
1317,2015-09-02,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,13.5,684,7.8,,,8.5,2,1261.056885
1318,2015-10-06,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,12.5,658,7.8,,,10.2,2,1261.056885
1319,2016-07-05,1119USBR_WQX-MIN393,42.5237649,-113.6672482,,,,12.5,694,8.3,,,11,,1261.056885
